 51 2221.748306 1.985E-20 0.000E+00.03770.052  971.23320.66-.002479              1              0                    R 22      475623 510 5 5 1 1E    0.0    0.0
 51 2222.007612 1.121E-26 0.000E+00.03160.046 4148.16010.57-.003043              2              1                    R 32      475623 510 5 5 1 8E    0.0    0.0
 51 2224.545341 6.306E-27 0.000E+00.03110.045 4273.01330.56-.003092              2              1                    R 33      475623 510 5 5 1 8E    0.0    0.0
 51 2224.712734 1.351E-20 0.000E+00.03700.051 1059.37180.66-.002540              1              0                    R 23      475623 510 5 5 1 1E    0.0    0.0
 51 2227.043097 3.480E-27 0.000E+00.03060.045 4401.59430.55-.003140              2              1                    R 34      475623 510 5 5 1 8E    0.0    0.0
 51 2227.638643 9.022E-21 0.000E+00.03630.051 1151.31500.65-.002601              1              0                    R 24      475623 510 5 5 1 8E    0.0    0.0
 51 2229.500734 1.885E-27 0.000E+00.03010.044 4533.89830.54-.003187              2              1                    R 35      475623 510 5 5 1 8E    0.0    0.0
 51 2230.525888 5.902E-21 0.000E+00.03570.050 1247.05920.64-.002661              1              0                    R 25      475623 510 5 5 1 8E    0.0    0.0
 51 2231.918108 1.002E-27 0.000E+00.02960.044 4669.92000.53-.003232              2              1                    R 36      475623 510 5 5 1 8E    0.0    0.0
 51 2233.374323 3.785E-21 0.000E+00.03500.049 1346.60080.63-.002719              1              0                    R 26      475623 510 5 5 1 8E    0.0    0.0
 51 2234.295073 5.224E-28 0.000E+00.02920.043 4809.65410.52-.003276              2              1                    R 37      475623 510 5 5 1 8E    0.0    0.0
 51 2236.183803 2.379E-21 0.000E+00.03440.049 1449.93590.62-.002777              1              0                    R 27      475623 510 5 5 1 8E    0.0    0.0
 51 2236.631486 2.674E-28 0.000E+00.02870.043 4953.09540.51-.003318              2              1                    R 38      475623 510 5 5 1 8E    0.0    0.0
 51 2238.927200 1.344E-28 0.000E+00.02830.042 5100.23820.50-.003360              2              1                    R 39      475623 510 5 5 1 8E    0.0    0.0
 51 2238.954182 1.467E-21 0.000E+00.03380.048 1557.06070.61-.002833              1              0                    R 28      475623 510 5 5 1 8E    0.0    0.0
 51 2241.182072 6.626E-29 0.000E+00.02780.042 5251.07690.49-.003400              2              1                    R 40      475623 510 5 5 1 8E    0.0    0.0
 51 2241.685315 8.865E-22 0.000E+00.03330.047 1667.97090.60-.002887              1              0                    R 29      475623 510 5 5 1 8E    0.0    0.0
 51 2243.395957 3.208E-29 0.000E+00.02740.041 5405.60560.48-.003439              2              1                    R 41      475623 510 5 5 1 8E    0.0    0.0
 51 2244.377056 5.255E-22 0.000E+00.03270.047 1782.66240.59-.002941              1              0                    R 30      475623 510 5 5 1 8E    0.0    0.0
 51 2245.568710 1.524E-29 0.000E+00.02700.041 5563.81840.47-.003476              2              1                    R 42      475623 510 5 5 1 8E    0.0    0.0
 51 2247.029262 3.055E-22 0.000E+00.03210.046 1901.13080.58-.002993              1              0                    R 31      475623 510 5 5 1 8E    0.0    0.0
 51 2247.700187 7.112E-30 0.000E+00.02660.040 5725.70900.47-.003513              2              1                    R 43      475623 510 5 5 1 8E    0.0    0.0
 51 2249.641788 1.742E-22 0.000E+00.03160.046 2023.37150.57-.003043              1              0                    R 32      475623 510 5 5 1 8E    0.0    0.0
 51 2249.790242 3.258E-30 0.000E+00.02630.040 5891.27140.46-.003549              2              1                    R 44      475623 510 5 5 1 8E    0.0    0.0
 51 2251.838733 1.465E-30 0.000E+00.02590.040 6060.49900.45-.003583              2              1                    R 45      475623 510 5 5 1 8E    0.0    0.0
 51 2252.214487 9.745E-23 0.000E+00.03110.045 2149.37990.56-.003092              1              0                    R 33      475623 510 5 5 1 8E    0.0    0.0
 51 2253.845514 6.470E-31 0.000E+00.02550.039 6233.38530.44-.003617              2              1                    R 46      475623 510 5 5 1 8E    0.0    0.0
 51 2254.747216 5.348E-23 0.000E+00.03060.045 2279.15110.55-.003140              1              0                    R 34      475623 510 5 5 1 8E    0.0    0.0
 51 2255.810441 2.806E-31 0.000E+00.02520.039 6409.92360.44-.003649              2              1                    R 47      475623 510 5 5 1 8E    0.0    0.0
 51 2257.239829 2.879E-23 0.000E+00.03010.044 2412.68010.54-.003187              1              0                    R 35      475623 510 5 5 1 8E    0.0    0.0
 51 2257.733370 1.195E-31 0.000E+00.02480.038 6590.10710.43-.003681              2              1                    R 48      475623 510 5 5 1 8E    0.0    0.0
 51 2259.692183 1.521E-23 0.000E+00.02960.044 2549.96200.53-.003232              1              0                    R 36      475623 510 5 5 1 8E    0.0    0.0
 51 2262.104132 7.883E-24 0.000E+00.02920.043 2690.99130.52-.003276              1              0                    R 37      475623 510 5 5 1 8E    0.0    0.0
 51 2264.475532 4.009E-24 0.000E+00.02870.043 2835.76270.51-.003318              1              0                    R 38      475623 510 5 5 1 8E    0.0    0.0
 51 2266.806239 2.001E-24 0.000E+00.02830.042 2984.27070.50-.003360              1              0                    R 39      475623 510 5 5 1 8E    0.0    0.0
 51 2269.096108 9.800E-25 0.000E+00.02780.042 3136.50950.49-.003400              1              0                    R 40      475623 510 5 5 1 8E    0.0    0.0
 51 2271.344996 4.713E-25 0.000E+00.02740.041 3292.47340.48-.003439              1              0                    R 41      475623 510 5 5 1 8E    0.0    0.0
 51 2273.552757 2.224E-25 0.000E+00.02700.041 3452.15630.47-.003476              1              0                    R 42      475623 510 5 5 1 8E    0.0    0.0
 51 2275.719249 1.030E-25 0.000E+00.02660.040 3615.55210.47-.003513              1              0                    R 43      475623 510 5 5 1 8E    0.0    0.0
